application_id,application_at,observation_cutoff,province_code,province_name,city_code,city_name,customer_segment,channel,requested_amount_fen,declared_income_band,identity_verification_status,income_evidence_status,consent_status,application_consistency,internal_repayment_months,recent_overdue_days,debt_service_ratio_bps,data_nature
CR20260000447,2026-04-15T22:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3123793,12000+,verified,complete,confirmed,consistent,,,3561,deterministic_synthetic
CR20260000448,2026-04-15T22:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3203712,3000-4999,verified,complete,confirmed,consistent,,,3562,deterministic_synthetic
CR20260000449,2026-04-15T23:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3283631,5000-7999,verified,complete,confirmed,consistent,,,3563,deterministic_synthetic
CR20260000450,2026-04-16T00:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3363550,8000-11999,verified,complete,confirmed,consistent,,,3564,deterministic_synthetic
CR20260000451,2026-04-16T01:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3443469,12000+,verified,complete,confirmed,consistent,,,3565,deterministic_synthetic
CR20260000452,2026-04-16T02:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3523388,3000-4999,verified,complete,confirmed,consistent,,,3566,deterministic_synthetic
CR20260000453,2026-04-16T02:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3603307,5000-7999,verified,complete,confirmed,consistent,,,3567,deterministic_synthetic
CR20260000454,2026-04-16T03:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3683226,8000-11999,verified,complete,confirmed,consistent,,,3568,deterministic_synthetic
CR20260000455,2026-04-16T04:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3763145,12000+,verified,complete,confirmed,consistent,,,3569,deterministic_synthetic
CR20260000456,2026-04-16T05:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3843064,3000-4999,verified,complete,confirmed,consistent,,,3570,deterministic_synthetic
CR20260000457,2026-04-16T05:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3922983,5000-7999,verified,complete,confirmed,consistent,,,3571,deterministic_synthetic
CR20260000458,2026-04-16T06:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4002902,8000-11999,verified,complete,confirmed,consistent,,,3572,deterministic_synthetic
CR20260000459,2026-04-16T07:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4082821,12000+,verified,complete,confirmed,consistent,,,3573,deterministic_synthetic
CR20260000460,2026-04-16T08:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4162740,3000-4999,verified,complete,confirmed,consistent,,,3574,deterministic_synthetic
CR20260000461,2026-04-16T09:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4242659,5000-7999,verified,complete,confirmed,consistent,,,3575,deterministic_synthetic
CR20260000462,2026-04-16T09:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4322578,8000-11999,verified,complete,confirmed,consistent,,,3576,deterministic_synthetic
CR20260000463,2026-04-16T10:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4402497,12000+,verified,complete,confirmed,consistent,,,3577,deterministic_synthetic
CR20260000464,2026-04-16T11:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4482416,3000-4999,verified,complete,confirmed,consistent,,,3578,deterministic_synthetic
CR20260000465,2026-04-16T12:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4562335,5000-7999,verified,complete,confirmed,consistent,,,3579,deterministic_synthetic
CR20260000466,2026-04-16T13:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4642254,8000-11999,verified,complete,confirmed,consistent,,,3580,deterministic_synthetic
CR20260000467,2026-04-16T13:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4722173,12000+,verified,complete,confirmed,consistent,,,3581,deterministic_synthetic
CR20260000468,2026-04-16T14:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4802092,3000-4999,verified,complete,confirmed,consistent,,,3582,deterministic_synthetic
CR20260000469,2026-04-16T15:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4882011,5000-7999,verified,complete,confirmed,consistent,,,3583,deterministic_synthetic
CR20260000470,2026-04-16T16:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4961930,8000-11999,verified,complete,confirmed,consistent,,,3584,deterministic_synthetic
CR20260000471,2026-04-16T16:57:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,341849,12000+,verified,complete,confirmed,consistent,,,3585,deterministic_synthetic
CR20260000472,2026-04-16T17:44:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,421768,3000-4999,verified,complete,confirmed,consistent,,,3586,deterministic_synthetic
CR20260000473,2026-04-16T18:31:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,501687,5000-7999,verified,complete,confirmed,consistent,,,3587,deterministic_synthetic
CR20260000474,2026-04-16T19:18:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,581606,8000-11999,verified,complete,confirmed,consistent,,,3588,deterministic_synthetic
CR20260000475,2026-04-16T20:05:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,661525,12000+,verified,complete,confirmed,consistent,,,3589,deterministic_synthetic
CR20260000476,2026-04-16T20:52:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,741444,3000-4999,verified,complete,confirmed,consistent,,,3590,deterministic_synthetic
CR20260000477,2026-04-16T21:39:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,821363,5000-7999,verified,complete,confirmed,consistent,,,3591,deterministic_synthetic
CR20260000478,2026-04-16T22:26:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,901282,8000-11999,verified,complete,confirmed,consistent,,,3592,deterministic_synthetic
CR20260000479,2026-04-16T23:13:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,981201,12000+,verified,complete,confirmed,consistent,,,3593,deterministic_synthetic
CR20260000480,2026-04-17T00:00:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1061120,3000-4999,verified,complete,confirmed,consistent,,,3594,deterministic_synthetic
CR20260000481,2026-04-17T00:47:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,1141039,5000-7999,verified,complete,confirmed,consistent,,,3595,deterministic_synthetic
CR20260000482,2026-04-17T01:34:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,1220958,8000-11999,verified,complete,confirmed,consistent,,,3596,deterministic_synthetic
CR20260000483,2026-04-17T02:21:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1300877,12000+,verified,complete,confirmed,consistent,,,3597,deterministic_synthetic
CR20260000484,2026-04-17T03:08:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1380796,3000-4999,verified,complete,confirmed,consistent,,,3598,deterministic_synthetic
CR20260000485,2026-04-17T03:55:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1460715,5000-7999,verified,complete,confirmed,consistent,,,3599,deterministic_synthetic
CR20260000486,2026-04-17T04:42:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,1540634,8000-11999,verified,complete,confirmed,consistent,,,3600,deterministic_synthetic
CR20260000487,2026-04-17T05:29:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,1620553,12000+,verified,complete,confirmed,consistent,,,3601,deterministic_synthetic
CR20260000488,2026-04-17T06:16:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,1700472,3000-4999,verified,complete,confirmed,consistent,,,3602,deterministic_synthetic
CR20260000489,2026-04-17T07:03:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,1780391,5000-7999,verified,complete,confirmed,consistent,,,3603,deterministic_synthetic
CR20260000490,2026-04-17T07:50:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,1860310,8000-11999,verified,complete,confirmed,consistent,,,3604,deterministic_synthetic
CR20260000491,2026-04-17T08:37:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,1940229,12000+,verified,complete,confirmed,consistent,,,3605,deterministic_synthetic
CR20260000492,2026-04-17T09:24:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2020148,3000-4999,verified,complete,confirmed,consistent,,,3606,deterministic_synthetic
CR20260000493,2026-04-17T10:11:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2100067,5000-7999,verified,complete,confirmed,consistent,,,3607,deterministic_synthetic
CR20260000494,2026-04-17T10:58:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2179986,8000-11999,verified,complete,confirmed,consistent,,,3608,deterministic_synthetic
CR20260000495,2026-04-17T11:45:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2259905,12000+,verified,complete,confirmed,consistent,,,3609,deterministic_synthetic
CR20260000496,2026-04-17T12:32:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2339824,3000-4999,verified,complete,confirmed,consistent,,,3610,deterministic_synthetic
CR20260000497,2026-04-17T13:19:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2419743,5000-7999,verified,complete,confirmed,consistent,,,3611,deterministic_synthetic
CR20260000498,2026-04-17T14:06:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2499662,8000-11999,verified,complete,confirmed,consistent,,,3612,deterministic_synthetic
CR20260000499,2026-04-17T14:53:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,2579581,12000+,verified,complete,confirmed,consistent,,,3613,deterministic_synthetic
CR20260000500,2026-04-17T15:40:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,2659500,3000-4999,verified,complete,confirmed,consistent,,,3614,deterministic_synthetic
CR20260000501,2026-04-17T16:27:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,2739419,5000-7999,verified,complete,confirmed,consistent,,,3615,deterministic_synthetic
CR20260000502,2026-04-17T17:14:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,2819338,8000-11999,verified,complete,confirmed,consistent,,,3616,deterministic_synthetic
CR20260000503,2026-04-17T18:01:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,2899257,12000+,verified,complete,confirmed,consistent,,,3617,deterministic_synthetic
CR20260000504,2026-04-17T18:48:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,2979176,3000-4999,verified,complete,confirmed,consistent,,,3618,deterministic_synthetic
CR20260000505,2026-04-17T19:35:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3059095,5000-7999,verified,complete,confirmed,consistent,,,3619,deterministic_synthetic
CR20260000506,2026-04-17T20:22:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3139014,8000-11999,verified,complete,confirmed,consistent,,,3620,deterministic_synthetic
CR20260000507,2026-04-17T21:09:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3218933,12000+,verified,complete,confirmed,consistent,,,3621,deterministic_synthetic
CR20260000508,2026-04-17T21:56:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3298852,3000-4999,verified,complete,confirmed,consistent,,,3622,deterministic_synthetic
CR20260000509,2026-04-17T22:43:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3378771,5000-7999,verified,complete,confirmed,consistent,,,3623,deterministic_synthetic
CR20260000510,2026-04-17T23:30:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3458690,8000-11999,verified,complete,confirmed,consistent,,,3624,deterministic_synthetic
CR20260000511,2026-04-18T00:17:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,3538609,12000+,verified,complete,confirmed,consistent,,,3625,deterministic_synthetic
CR20260000512,2026-04-18T01:04:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,3618528,3000-4999,verified,complete,confirmed,consistent,,,3626,deterministic_synthetic
CR20260000513,2026-04-18T01:51:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,3698447,5000-7999,verified,complete,confirmed,consistent,,,3627,deterministic_synthetic
CR20260000514,2026-04-18T02:38:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,3778366,8000-11999,verified,complete,confirmed,consistent,,,3628,deterministic_synthetic
CR20260000515,2026-04-18T03:25:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,3858285,12000+,verified,complete,confirmed,consistent,,,3629,deterministic_synthetic
CR20260000516,2026-04-18T04:12:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,3938204,3000-4999,verified,complete,confirmed,consistent,,,3630,deterministic_synthetic
CR20260000517,2026-04-18T04:59:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4018123,5000-7999,verified,complete,confirmed,consistent,,,3631,deterministic_synthetic
CR20260000518,2026-04-18T05:46:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4098042,8000-11999,verified,complete,confirmed,consistent,,,3632,deterministic_synthetic
CR20260000519,2026-04-18T06:33:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4177961,12000+,verified,complete,confirmed,consistent,,,3633,deterministic_synthetic
CR20260000520,2026-04-18T07:20:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4257880,3000-4999,verified,complete,confirmed,consistent,,,3634,deterministic_synthetic
CR20260000521,2026-04-18T08:07:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4337799,5000-7999,verified,complete,confirmed,consistent,,,3635,deterministic_synthetic
CR20260000522,2026-04-18T08:54:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4417718,8000-11999,verified,complete,confirmed,consistent,,,3636,deterministic_synthetic
CR20260000523,2026-04-18T09:41:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4497637,12000+,verified,complete,confirmed,consistent,,,3637,deterministic_synthetic
CR20260000524,2026-04-18T10:28:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,4577556,3000-4999,verified,complete,confirmed,consistent,,,3638,deterministic_synthetic
CR20260000525,2026-04-18T11:15:00+08:00,2026-07-14T23:59:59+08:00,35,福建省,3501,福州市,new_customer,手机银行,4657475,5000-7999,verified,complete,confirmed,consistent,,,3639,deterministic_synthetic
CR20260000526,2026-04-18T12:02:00+08:00,2026-07-14T23:59:59+08:00,42,湖北省,4201,武汉市,new_customer,客户经理,4737394,8000-11999,verified,complete,confirmed,consistent,,,3640,deterministic_synthetic
CR20260000527,2026-04-18T12:49:00+08:00,2026-07-14T23:59:59+08:00,32,江苏省,3201,南京市,new_customer,合作机构,4817313,12000+,verified,complete,confirmed,consistent,,,3641,deterministic_synthetic
CR20260000528,2026-04-18T13:36:00+08:00,2026-07-14T23:59:59+08:00,33,浙江省,3301,杭州市,new_customer,手机银行,4897232,3000-4999,verified,complete,confirmed,consistent,,,3642,deterministic_synthetic
CR20260000529,2026-04-18T14:23:00+08:00,2026-07-14T23:59:59+08:00,51,四川省,5101,成都市,new_customer,客户经理,4977151,5000-7999,verified,complete,confirmed,consistent,,,3643,deterministic_synthetic
CR20260000530,2026-04-18T15:10:00+08:00,2026-07-14T23:59:59+08:00,44,广东省,4401,广州市,new_customer,合作机构,357070,8000-11999,verified,complete,confirmed,consistent,,,3644,deterministic_synthetic
