No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,observed_at,missing_pollutant_count,data_nature
697,2013,3,30,0,78.0,117.0,26.0,54.0,1700.0,25.0,3.8,1014.2,-6.5,0.0,ESE,2.1,Changping,2013-03-30 00:00:00,0,public-derived
717,2013,3,30,20,88.0,110.0,20.0,46.0,1000.0,57.0,6.5,1014.2,0.2,0.0,SE,2.3,Changping,2013-03-30 20:00:00,0,public-derived
737,2013,3,31,16,200.0,217.0,20.0,58.0,1399.0,13.0,5.5,1006.1,2.1,0.0,NE,1.2,Changping,2013-03-31 16:00:00,0,public-derived
757,2013,4,1,12,34.0,75.0,16.0,18.0,800.0,71.0,15.3,1007.9,-5.7,0.0,NE,5.0,Changping,2013-04-01 12:00:00,0,public-derived
777,2013,4,2,8,30.0,48.0,20.0,53.0,800.0,21.0,9.3,1012.3,-13.2,0.0,SSW,1.5,Changping,2013-04-02 08:00:00,0,public-derived
797,2013,4,3,4,121.0,154.0,33.0,55.0,1300.0,43.0,5.2,1001.1,-1.7,0.0,NNE,0.4,Changping,2013-04-03 04:00:00,0,public-derived
817,2013,4,4,0,47.0,112.0,16.0,67.0,900.0,21.0,8.9,1007.0,-3.0,0.0,E,0.5,Changping,2013-04-04 00:00:00,0,public-derived
837,2013,4,4,20,72.0,84.0,15.0,84.0,2299.0,2.0,5.7,1006.7,4.7,0.7,NNW,0.7,Changping,2013-04-04 20:00:00,0,public-derived
857,2013,4,5,16,5.0,22.0,5.0,16.0,400.0,72.0,10.0,1010.3,-6.8,0.0,NNE,5.0,Changping,2013-04-05 16:00:00,0,public-derived
877,2013,4,6,12,6.0,16.0,9.0,13.0,400.0,83.0,13.1,1006.7,-12.2,0.0,NNW,1.8,Changping,2013-04-06 12:00:00,0,public-derived
897,2013,4,7,8,78.0,115.0,34.0,67.0,2100.0,28.0,5.8,1002.0,-3.3,0.0,ESE,1.8,Changping,2013-04-07 08:00:00,0,public-derived
917,2013,4,8,4,47.0,97.0,8.0,36.0,300.0,76.0,7.1,1001.5,-18.7,0.0,NW,6.9,Changping,2013-04-08 04:00:00,0,public-derived
937,2013,4,9,0,14.0,74.0,3.0,5.0,300.0,92.0,6.1,1007.1,-9.8,0.0,NW,4.7,Changping,2013-04-09 00:00:00,0,public-derived
957,2013,4,9,20,13.0,18.0,3.0,13.0,400.0,91.0,6.8,1014.2,-11.9,0.0,N,2.2,Changping,2013-04-09 20:00:00,0,public-derived
977,2013,4,10,16,13.0,16.0,3.0,9.0,300.0,92.9628,11.3,1007.5,-11.5,0.0,NE,2.7,Changping,2013-04-10 16:00:00,0,public-derived
997,2013,4,11,12,13.0,32.0,3.0,7.0,,99.8172,15.4,1008.9,-12.9,0.0,NE,3.5,Changping,2013-04-11 12:00:00,1,public-derived
1017,2013,4,12,8,38.0,99.0,18.0,68.0,1100.0,9.0,12.2,1007.2,-8.9,0.0,SE,2.3,Changping,2013-04-12 08:00:00,0,public-derived
1037,2013,4,13,4,55.0,99.0,12.0,30.0,700.0,41.0,8.2,993.6,-0.1,0.0,NE,0.0,Changping,2013-04-13 04:00:00,0,public-derived
1057,2013,4,14,0,3.0,14.0,3.0,2.0,200.0,96.0,10.2,1004.1,-11.8,0.0,NE,1.0,Changping,2013-04-14 00:00:00,0,public-derived
1077,2013,4,14,20,56.0,158.0,23.0,35.0,600.0,91.0,13.9,996.6,-2.5,0.0,SE,1.5,Changping,2013-04-14 20:00:00,0,public-derived
1097,2013,4,15,16,93.0,181.0,53.0,42.0,1600.0,138.0,18.0,990.4,1.0,0.0,SE,2.6,Changping,2013-04-15 16:00:00,0,public-derived
1117,2013,4,16,12,15.0,90.0,20.0,20.0,500.0,80.0,20.3,997.8,-2.1,0.0,NNW,2.4,Changping,2013-04-16 12:00:00,0,public-derived
1137,2013,4,17,8,49.0,66.0,18.0,49.0,700.0,42.0,10.9,1002.6,-3.6,0.0,SSW,6.2,Changping,2013-04-17 08:00:00,0,public-derived
1157,2013,4,18,4,3.0,6.0,3.0,6.0,200.0,83.0,6.7,1014.2,-12.0,0.0,N,2.4,Changping,2013-04-18 04:00:00,0,public-derived
1177,2013,4,19,0,17.0,31.0,3.0,22.0,300.0,65.0,9.8,1014.6,-13.5,0.0,ESE,2.0,Changping,2013-04-19 00:00:00,0,public-derived
1197,2013,4,19,20,51.0,65.0,9.0,36.0,600.0,66.0,5.7,1014.1,-0.2,0.0,SSE,0.7,Changping,2013-04-19 20:00:00,0,public-derived
1217,2013,4,20,16,85.0,85.0,15.0,24.0,600.0,140.0,15.2,1008.0,-1.0,0.0,S,3.6,Changping,2013-04-20 16:00:00,0,public-derived
1237,2013,4,21,12,119.0,129.0,18.0,55.0,800.0,84.0,17.0,1008.3,0.6,0.0,SE,2.7,Changping,2013-04-21 12:00:00,0,public-derived
1257,2013,4,22,8,115.0,139.0,23.0,53.0,900.0,22.0,11.5,1007.0,4.2,0.0,SE,1.6,Changping,2013-04-22 08:00:00,0,public-derived
1277,2013,4,23,4,143.0,110.0,13.0,,800.0,32.0,10.4,1001.5,6.3,0.0,ESE,1.8,Changping,2013-04-23 04:00:00,1,public-derived
1297,2013,4,24,0,201.0,153.0,3.0,56.0,1100.0,11.0,8.5,1004.2,5.6,0.0,SSW,0.4,Changping,2013-04-24 00:00:00,0,public-derived
1317,2013,4,24,20,12.0,105.0,3.0,8.0,200.0,90.0,14.8,1004.7,-2.6,0.0,N,4.2,Changping,2013-04-24 20:00:00,0,public-derived
1337,2013,4,25,16,10.0,28.0,3.0,6.0,200.0,101.0,22.3,1001.8,-10.8,0.0,N,3.2,Changping,2013-04-25 16:00:00,0,public-derived
1357,2013,4,26,12,44.0,81.0,25.0,38.0,500.0,86.0,21.5,1000.5,-0.5,0.0,SE,2.2,Changping,2013-04-26 12:00:00,0,public-derived
1377,2013,4,27,8,49.0,103.0,26.0,74.0,1000.0,19.0,19.3,1003.4,-4.3,0.0,S,1.1,Changping,2013-04-27 08:00:00,0,public-derived
1397,2013,4,28,4,98.0,136.0,35.0,70.0,1700.0,55.0,12.6,1001.7,4.8,0.0,N,0.6,Changping,2013-04-28 04:00:00,0,public-derived
1417,2013,4,29,0,8.0,46.0,3.0,6.0,200.0,101.0,16.9,1005.1,-10.0,0.0,WNW,1.3,Changping,2013-04-29 00:00:00,0,public-derived
1437,2013,4,29,20,23.0,64.0,3.0,17.0,300.0,87.0,22.7,1002.2,-8.2,0.0,NE,0.7,Changping,2013-04-29 20:00:00,0,public-derived
1457,2013,4,30,16,3.0,26.0,3.0,8.0,200.0,115.0,28.9,1001.8,-12.3,0.0,NNE,2.8,Changping,2013-04-30 16:00:00,0,public-derived
1477,2013,5,1,12,58.0,61.0,10.0,25.0,500.0,100.0,23.5,1004.7,-4.7,0.0,SW,1.6,Changping,2013-05-01 12:00:00,0,public-derived
1497,2013,5,2,8,92.0,128.0,44.0,49.0,1700.0,51.0,17.2,1005.6,3.1,0.0,SE,1.8,Changping,2013-05-02 08:00:00,0,public-derived
1517,2013,5,3,4,69.0,106.0,29.0,19.0,1000.0,98.0,13.9,1008.5,6.0,0.0,W,1.5,Changping,2013-05-03 04:00:00,0,public-derived
1537,2013,5,4,0,87.0,115.0,14.0,49.0,1000.0,73.0,15.2,1007.7,7.2,0.0,NE,0.5,Changping,2013-05-04 00:00:00,0,public-derived
1557,2013,5,4,20,114.0,125.0,21.0,39.0,700.0,132.0,20.2,1007.0,6.2,0.0,E,0.7,Changping,2013-05-04 20:00:00,0,public-derived
1577,2013,5,5,16,217.0,230.0,59.0,51.0,1399.0,256.0,27.3,1004.5,10.9,0.0,SSW,3.1,Changping,2013-05-05 16:00:00,0,public-derived
1597,2013,5,6,12,294.0,297.0,58.0,32.0,1700.0,207.0,28.1,1004.8,14.7,0.0,SSW,3.5,Changping,2013-05-06 12:00:00,0,public-derived
1617,2013,5,7,8,140.0,201.0,26.0,120.0,1399.0,8.0,22.1,1008.1,11.5,0.0,SSW,0.8,Changping,2013-05-07 08:00:00,0,public-derived
1637,2013,5,8,4,167.0,147.0,56.0,35.0,1300.0,109.0,18.1,1005.4,10.2,0.0,N,1.3,Changping,2013-05-08 04:00:00,0,public-derived
1657,2013,5,9,0,22.0,22.0,13.0,23.0,600.0,82.0,18.4,1003.1,10.0,0.0,NNW,1.1,Changping,2013-05-09 00:00:00,0,public-derived
1677,2013,5,9,20,59.0,69.0,6.0,54.0,100.0,64.0,15.8,999.4,11.8,0.0,NE,1.4,Changping,2013-05-09 20:00:00,0,public-derived
1697,2013,5,10,16,9.0,33.0,3.0,14.0,,111.0,31.2,989.1,-5.4,0.0,NNW,2.3,Changping,2013-05-10 16:00:00,1,public-derived
1717,2013,5,11,12,13.0,65.0,10.0,22.0,,87.0,32.4,984.6,-6.1,0.0,NW,4.8,Changping,2013-05-11 12:00:00,1,public-derived
1737,2013,5,12,8,16.0,77.0,3.0,33.0,,37.0,22.2,992.0,0.1,0.0,SSW,0.6,Changping,2013-05-12 08:00:00,1,public-derived
1757,2013,5,13,4,55.0,55.0,14.0,35.0,600.0,42.0,15.2,994.1,1.3,0.0,NE,0.5,Changping,2013-05-13 04:00:00,0,public-derived
1777,2013,5,14,0,112.0,119.0,22.0,38.0,1000.0,75.0,22.7,996.0,-3.6,0.0,NNW,3.9,Changping,2013-05-14 00:00:00,0,public-derived
1797,2013,5,14,20,176.0,90.0,3.0,29.0,,103.6728,23.7,1001.5,3.0,0.0,ENE,0.8,Changping,2013-05-14 20:00:00,1,public-derived
1817,2013,5,15,16,47.0,129.0,37.0,23.0,1100.0,204.0,27.4,1005.1,5.0,0.0,SW,3.6,Changping,2013-05-15 16:00:00,0,public-derived
1837,2013,5,16,12,47.0,92.0,34.0,44.0,,113.0976,25.5,1007.3,7.1,0.0,SSE,1.8,Changping,2013-05-16 12:00:00,1,public-derived
1857,2013,5,17,8,113.0,128.0,28.0,43.0,900.0,47.0,19.1,1004.5,10.9,0.0,S,1.2,Changping,2013-05-17 08:00:00,0,public-derived
1877,2013,5,18,4,136.0,154.0,10.0,33.0,1200.0,54.0,17.8,999.0,13.7,0.0,N,0.6,Changping,2013-05-18 04:00:00,0,public-derived
1897,2013,5,19,0,47.0,49.0,10.0,29.0,700.0,82.0,18.7,994.7,12.7,0.0,ESE,3.3,Changping,2013-05-19 00:00:00,0,public-derived
1917,2013,5,19,20,36.0,292.0,3.0,12.0,200.0,79.0,20.8,994.3,-6.8,0.0,ENE,2.6,Changping,2013-05-19 20:00:00,0,public-derived
1937,2013,5,20,16,51.0,234.0,14.0,22.0,400.0,162.0,27.3,988.0,0.9,0.0,SSW,3.8,Changping,2013-05-20 16:00:00,0,public-derived
1957,2013,5,21,12,79.0,228.0,33.0,37.0,700.0,122.0,28.4,989.4,8.1,0.0,SE,2.5,Changping,2013-05-21 12:00:00,0,public-derived
1977,2013,5,22,8,97.0,175.0,39.0,65.0,1500.0,61.0,24.5,1002.3,8.8,0.0,SSW,1.5,Changping,2013-05-22 08:00:00,0,public-derived
1997,2013,5,23,4,22.0,38.0,3.0,25.0,300.0,58.0,17.5,1002.9,2.6,0.0,N,0.8,Changping,2013-05-23 04:00:00,0,public-derived
2017,2013,5,24,0,110.0,169.0,40.0,47.0,1899.0,112.0,21.9,1001.2,11.0,0.0,ENE,0.4,Changping,2013-05-24 00:00:00,0,public-derived
2037,2013,5,24,20,17.0,51.0,7.0,22.0,300.0,79.0,22.6,1004.2,10.4,0.0,E,1.7,Changping,2013-05-24 20:00:00,0,public-derived
2057,2013,5,25,16,89.0,168.0,40.0,28.0,1100.0,272.0,30.1,998.5,10.1,0.0,S,3.3,Changping,2013-05-25 16:00:00,0,public-derived
2077,2013,5,26,12,96.0,137.0,48.0,29.0,800.0,71.0,23.9,998.6,16.4,0.0,W,1.0,Changping,2013-05-26 12:00:00,0,public-derived
2097,2013,5,27,8,40.0,50.0,7.0,18.0,300.0,42.0,17.6,1000.6,14.9,0.0,E,1.1,Changping,2013-05-27 08:00:00,0,public-derived
2117,2013,5,28,4,81.0,124.0,9.0,41.0,700.0,11.0,17.8,996.1,15.8,0.0,WSW,1.0,Changping,2013-05-28 04:00:00,0,public-derived
2137,2013,5,29,0,70.0,276.0,8.0,40.0,100.0,27.0,20.4,1000.4,1.8,0.0,NW,2.5,Changping,2013-05-29 00:00:00,0,public-derived
2157,2013,5,29,20,18.0,81.0,12.0,,300.0,52.0,22.7,998.9,3.2,0.0,NE,1.0,Changping,2013-05-29 20:00:00,1,public-derived
2177,2013,5,30,16,12.0,28.0,17.7072,22.583,,185.4972,34.5,993.4,2.1,0.0,SSW,5.2,Changping,2013-05-30 16:00:00,1,public-derived
2197,2013,5,31,12,127.0,231.0,48.0,47.0,1000.0,155.0,28.2,993.4,13.3,0.0,SSE,1.6,Changping,2013-05-31 12:00:00,0,public-derived
2217,2013,6,1,8,48.0,48.0,16.0,33.0,500.0,56.0,28.1,998.2,-4.0,0.0,NE,1.3,Changping,2013-06-01 08:00:00,0,public-derived
2237,2013,6,2,4,55.0,88.0,30.0,29.0,900.0,39.0,18.9,998.1,8.8,0.0,NNE,0.4,Changping,2013-06-02 04:00:00,0,public-derived
2257,2013,6,3,0,122.0,126.0,59.0,23.0,1500.0,100.0,20.5,994.9,17.1,0.0,NNE,0.2,Changping,2013-06-03 00:00:00,0,public-derived
2277,2013,6,3,20,108.0,162.0,30.0,37.0,1200.0,216.0,26.5,997.4,12.5,0.0,E,0.6,Changping,2013-06-03 20:00:00,0,public-derived
2297,2013,6,4,16,98.0,49.0,16.0,29.0,2299.0,51.0,19.4,1002.7,18.2,0.0,WSW,1.3,Changping,2013-06-04 16:00:00,0,public-derived
2317,2013,6,5,12,124.0,95.0,17.0,27.0,2200.0,36.0,19.2,1003.1,17.3,0.0,E,1.9,Changping,2013-06-05 12:00:00,0,public-derived
2337,2013,6,6,8,94.0,57.0,14.0,33.0,1800.0,8.0,18.0,1002.3,17.4,0.0,E,1.6,Changping,2013-06-06 08:00:00,0,public-derived
2357,2013,6,7,4,151.0,124.0,14.0,50.0,2399.0,2.0,19.9,999.0,18.9,0.0,NW,0.0,Changping,2013-06-07 04:00:00,0,public-derived
2377,2013,6,8,0,128.0,79.0,8.568,29.9738,,4.284,19.6,1000.2,18.6,0.0,N,0.0,Changping,2013-06-08 00:00:00,1,public-derived
2397,2013,6,8,20,76.0,76.0,11.0,43.0,2299.0,2.0,19.9,998.9,19.1,0.0,NNW,0.6,Changping,2013-06-08 20:00:00,0,public-derived
2417,2013,6,9,16,14.0,14.0,5.9976,47.0137,,9.639,18.0,1003.2,16.0,0.2,WNW,0.5,Changping,2013-06-09 16:00:00,1,public-derived
2437,2013,6,10,12,3.0,27.0,3.0,19.0,500.0,61.0,24.7,1003.3,15.3,0.0,ESE,3.0,Changping,2013-06-10 12:00:00,0,public-derived
2457,2013,6,11,8,9.0,60.0,3.0,45.0,600.0,14.0,21.2,1000.2,14.4,0.0,SSW,1.3,Changping,2013-06-11 08:00:00,0,public-derived
2477,2013,6,12,4,3.0,19.0,3.0,7.0,,59.3334,15.7,999.5,12.1,0.0,ENE,0.1,Changping,2013-06-12 04:00:00,1,public-derived
2497,2013,6,13,0,3.0,108.0,20.0,22.0,800.0,127.0,21.4,999.7,14.5,0.0,E,2.0,Changping,2013-06-13 00:00:00,0,public-derived
2517,2013,6,13,20,96.0,158.0,27.0,31.0,1100.0,230.0,26.8,998.7,15.5,0.0,E,1.3,Changping,2013-06-13 20:00:00,0,public-derived
2537,2013,6,14,16,92.0,150.0,21.0,16.0,,249.543,30.6,996.7,12.5,0.0,S,3.9,Changping,2013-06-14 16:00:00,1,public-derived
2557,2013,6,15,12,104.0,144.0,48.0,32.0,1399.0,133.0,27.7,998.2,14.7,0.0,E,2.3,Changping,2013-06-15 12:00:00,0,public-derived
2577,2013,6,16,8,128.0,137.0,19.0,26.0,,91.2492,23.2,995.4,17.0,0.0,WNW,0.5,Changping,2013-06-16 08:00:00,1,public-derived
2597,2013,6,17,4,130.0,59.0,3.0,31.0,,5.1408,21.6,994.4,17.8,0.0,ENE,1.3,Changping,2013-06-17 04:00:00,1,public-derived
2617,2013,6,18,0,28.0,36.0,0.2856,22.583,,89.5356,24.2,990.8,15.1,0.0,NW,1.7,Changping,2013-06-18 00:00:00,1,public-derived
2637,2013,6,18,20,43.0,84.0,7.0,31.0,700.0,146.0,28.7,990.4,16.3,0.0,E,0.7,Changping,2013-06-18 20:00:00,0,public-derived
2657,2013,6,19,16,17.0,23.0,5.0,9.0,,171.1458,35.2,992.3,10.9,0.0,SSW,3.3,Changping,2013-06-19 16:00:00,1,public-derived
2677,2013,6,20,12,62.0,126.0,10.0,49.0,800.0,130.0,30.5,998.9,15.4,0.0,SSW,1.6,Changping,2013-06-20 12:00:00,0,public-derived
2697,2013,6,21,8,73.0,133.0,13.0,42.0,,17.3502,27.1,1001.8,17.3,0.0,W,1.4,Changping,2013-06-21 08:00:00,1,public-derived
2717,2013,6,22,4,3.0,51.0,3.0,25.0,,37.9134,23.2,999.8,16.0,0.0,ESE,1.8,Changping,2013-06-22 04:00:00,1,public-derived
2737,2013,6,23,0,3.0,18.0,3.0,19.0,,14.1372,20.6,998.0,17.8,0.0,N,0.0,Changping,2013-06-23 00:00:00,1,public-derived
2757,2013,6,23,20,3.0,73.0,5.0,30.0,,174.1446,27.5,993.5,16.5,0.0,S,2.5,Changping,2013-06-23 20:00:00,1,public-derived
2777,2013,6,24,16,89.0,161.0,10.0,23.0,1600.0,225.0,28.6,991.2,20.3,0.0,S,1.3,Changping,2013-06-24 16:00:00,0,public-derived
2797,2013,6,25,12,99.0,123.0,9.996,18.6823,,74.1132,22.3,991.9,20.4,0.0,ESE,1.5,Changping,2013-06-25 12:00:00,1,public-derived
2817,2013,6,26,8,76.0,91.0,5.4264,27.9208,,29.988,23.8,989.2,19.9,0.0,SSW,1.6,Changping,2013-06-26 08:00:00,1,public-derived
2837,2013,6,27,4,34.0,63.0,2.5704,73.7027,,26.1324,24.2,989.7,21.1,0.0,W,0.6,Changping,2013-06-27 04:00:00,1,public-derived
2857,2013,6,28,0,13.0,52.0,0.5712,24.2254,,129.1626,25.7,991.5,19.1,0.0,ENE,0.1,Changping,2013-06-28 00:00:00,1,public-derived
2877,2013,6,28,20,391.0,361.0,14.8512,43.5236,,80.325,23.7,993.9,20.8,3.6,NW,3.6,Changping,2013-06-28 20:00:00,1,public-derived
2897,2013,6,29,16,165.0,168.0,3.9984,25.0466,,70.4718,24.2,995.5,21.1,0.0,NNW,1.4,Changping,2013-06-29 16:00:00,1,public-derived
2917,2013,6,30,12,251.0,235.0,13.9944,57.484,,13.0662,25.1,994.9,22.6,0.0,NE,0.8,Changping,2013-06-30 12:00:00,1,public-derived
2937,2013,7,1,8,155.0,113.0,10.5672,28.9473,,20.5632,24.8,992.4,22.3,0.0,E,0.9,Changping,2013-07-01 08:00:00,1,public-derived
2957,2013,7,2,4,8.0,8.0,0.5712,,,83.538,21.5,986.7,17.3,0.0,NNW,1.8,Changping,2013-07-02 04:00:00,2,public-derived
2977,2013,7,3,0,22.0,43.0,3.0,25.0,500.0,58.0,24.7,987.2,18.4,0.0,NNW,1.2,Changping,2013-07-03 00:00:00,0,public-derived
2997,2013,7,3,20,21.0,136.0,5.0,19.0,,59.1192,28.3,987.3,18.4,0.0,N,1.1,Changping,2013-07-03 20:00:00,1,public-derived
3017,2013,7,4,16,20.0,41.0,4.0,7.0,400.0,182.0,26.3,986.7,19.2,1.2,WSW,7.5,Changping,2013-07-04 16:00:00,0,public-derived
3037,2013,7,5,12,12.0,2.0,8.0,,400.0,100.0,34.5,988.9,14.9,0.0,NW,1.1,Changping,2013-07-05 12:00:00,1,public-derived
3057,2013,7,6,8,34.0,68.0,8.0,50.0,,54.4068,28.6,993.4,19.8,0.0,WSW,1.1,Changping,2013-07-06 08:00:00,1,public-derived
3077,2013,7,7,4,20.0,20.0,3.0,6.0,400.0,58.0,21.1,991.4,19.0,0.0,WSW,0.5,Changping,2013-07-07 04:00:00,0,public-derived
3097,2013,7,8,0,77.0,77.0,4.0,10.0,700.0,117.0,27.1,992.2,20.9,0.0,ESE,1.9,Changping,2013-07-08 00:00:00,0,public-derived
3117,2013,7,8,20,92.0,86.0,3.0,46.0,1000.0,69.0,25.8,994.3,23.5,0.1,NE,0.9,Changping,2013-07-08 20:00:00,0,public-derived
3137,2013,7,9,16,36.0,15.0,3.0,15.0,600.0,56.0,24.1,994.6,22.5,0.0,WSW,1.3,Changping,2013-07-09 16:00:00,0,public-derived
3157,2013,7,10,12,21.0,54.0,3.0,20.0,600.0,29.0,25.3,997.1,21.4,0.1,NNW,0.8,Changping,2013-07-10 12:00:00,0,public-derived
3177,2013,7,11,8,25.0,44.0,4.0,36.0,700.0,8.0,24.8,997.8,20.1,0.0,NNW,0.0,Changping,2013-07-11 08:00:00,0,public-derived
3197,2013,7,12,4,35.0,32.0,2.2848,,,27.2034,20.4,997.3,18.5,0.0,NNE,0.6,Changping,2013-07-12 04:00:00,2,public-derived
3217,2013,7,13,0,158.0,131.0,10.0,21.0,1400.0,82.0,26.5,997.6,22.6,0.0,ESE,1.5,Changping,2013-07-13 00:00:00,0,public-derived
3237,2013,7,13,20,90.0,84.0,5.0,14.0,1300.0,156.0,28.8,998.1,22.5,0.0,S,2.0,Changping,2013-07-13 20:00:00,0,public-derived
3257,2013,7,14,16,121.0,86.0,19.0,5.0,1400.0,203.0,30.2,997.0,19.3,0.0,ESE,2.3,Changping,2013-07-14 16:00:00,0,public-derived
3277,2013,7,15,12,18.0,10.0,4.0,26.0,2000.0,10.0,24.4,989.4,23.4,0.2,ENE,0.5,Changping,2013-07-15 12:00:00,0,public-derived
3297,2013,7,16,8,9.0,9.0,3.0,24.0,400.0,63.0,27.9,991.0,13.4,0.0,NW,2.9,Changping,2013-07-16 08:00:00,0,public-derived
3317,2013,7,17,4,11.0,19.0,3.0,17.0,400.0,39.0,20.0,997.8,14.6,0.0,NNE,0.5,Changping,2013-07-17 04:00:00,0,public-derived
3337,2013,7,18,0,78.0,130.0,12.0,30.0,1100.0,87.0,26.5,996.1,20.6,0.0,E,1.8,Changping,2013-07-18 00:00:00,0,public-derived
3357,2013,7,18,20,118.0,58.0,10.0,22.0,1200.0,109.0,26.2,995.5,21.0,0.0,ESE,1.3,Changping,2013-07-18 20:00:00,0,public-derived
3377,2013,7,19,16,16.0,16.0,4.0,4.0,400.0,92.0,32.7,991.8,18.1,0.0,NW,0.8,Changping,2013-07-19 16:00:00,0,public-derived
3397,2013,7,20,12,73.0,91.0,4.0,18.0,700.0,110.0,31.8,995.1,19.1,0.0,S,1.9,Changping,2013-07-20 12:00:00,0,public-derived
3417,2013,7,21,8,91.0,119.0,7.0,63.0,1000.0,16.0,26.3,997.1,21.7,0.0,WNW,0.8,Changping,2013-07-21 08:00:00,0,public-derived
3437,2013,7,22,4,65.0,53.0,3.0,8.0,800.0,41.0,22.5,996.4,20.2,0.0,NNW,0.6,Changping,2013-07-22 04:00:00,0,public-derived
3457,2013,7,23,0,126.0,88.0,8.0,18.0,1600.0,59.0,24.4,993.5,20.3,0.0,E,0.8,Changping,2013-07-23 00:00:00,0,public-derived
3477,2013,7,23,20,38.0,69.0,4.0,22.0,600.0,157.0,27.1,990.2,20.9,0.0,NNE,0.5,Changping,2013-07-23 20:00:00,0,public-derived
3497,2013,7,24,16,13.0,36.0,13.0,17.0,400.0,142.0,37.8,989.8,15.0,0.0,WNW,2.4,Changping,2013-07-24 16:00:00,0,public-derived
3517,2013,7,25,12,19.0,53.0,6.0,23.0,400.0,115.0,35.0,992.9,14.8,0.0,SSW,2.6,Changping,2013-07-25 12:00:00,0,public-derived
3537,2013,7,26,8,41.0,93.0,29.0,51.0,1400.0,14.0,27.2,995.3,19.8,0.0,W,1.0,Changping,2013-07-26 08:00:00,0,public-derived
3557,2013,7,27,4,68.0,52.0,8.0,9.0,1200.0,67.0,24.0,992.6,21.1,0.0,WNW,0.8,Changping,2013-07-27 04:00:00,0,public-derived
3577,2013,7,28,0,98.0,42.0,6.0,31.0,1500.0,16.0,22.9,990.9,21.2,0.0,N,1.4,Changping,2013-07-28 00:00:00,0,public-derived
3597,2013,7,28,20,27.0,114.0,4.0,37.0,600.0,94.0,29.6,991.2,21.8,0.0,N,1.6,Changping,2013-07-28 20:00:00,0,public-derived
3617,2013,7,29,16,61.0,164.0,5.0,42.0,800.0,140.0,32.9,989.6,22.1,0.0,NNW,1.9,Changping,2013-07-29 16:00:00,0,public-derived
3637,2013,7,30,12,121.0,104.0,4.5696,18.2717,,230.265,33.3,988.2,21.5,0.0,S,2.4,Changping,2013-07-30 12:00:00,1,public-derived
3657,2013,7,31,8,9.0,29.0,3.0,13.0,400.0,67.0,26.6,991.4,20.0,0.0,SSE,1.4,Changping,2013-07-31 08:00:00,0,public-derived
3677,2013,8,1,4,25.0,26.0,3.0,8.0,500.0,28.0,20.5,993.4,19.7,0.0,NNW,0.7,Changping,2013-08-01 04:00:00,0,public-derived
3697,2013,8,2,0,24.0,12.0,3.0,7.0,500.0,48.0,21.8,996.3,19.9,0.0,N,0.0,Changping,2013-08-02 00:00:00,0,public-derived
3717,2013,8,2,20,16.0,23.0,3.0,48.0,500.0,61.0,22.5,996.6,18.9,0.0,N,2.0,Changping,2013-08-02 20:00:00,0,public-derived
3737,2013,8,3,16,33.0,56.0,4.0,17.0,500.0,257.0,32.8,992.7,17.4,0.0,S,2.2,Changping,2013-08-03 16:00:00,0,public-derived
3757,2013,8,4,12,34.0,80.0,32.0,46.0,900.0,91.0,31.9,990.5,19.5,0.0,SSW,1.7,Changping,2013-08-04 12:00:00,0,public-derived
3777,2013,8,5,8,47.0,89.0,3.0,50.0,700.0,22.0,25.4,990.1,19.5,0.0,S,1.7,Changping,2013-08-05 08:00:00,0,public-derived
3797,2013,8,6,4,77.0,77.0,5.0,83.0,900.0,8.0,24.7,990.1,22.4,0.0,NNW,0.0,Changping,2013-08-06 04:00:00,0,public-derived
3817,2013,8,7,0,15.0,196.0,3.0,8.0,500.0,112.0,24.3,993.9,21.2,0.0,NE,2.0,Changping,2013-08-07 00:00:00,0,public-derived
3837,2013,8,7,20,15.0,18.0,9.0,17.0,600.0,47.0,24.0,993.6,18.6,0.0,N,0.9,Changping,2013-08-07 20:00:00,0,public-derived
3857,2013,8,8,16,35.0,63.0,10.0,14.0,600.0,222.0,34.7,989.2,20.7,0.0,S,2.5,Changping,2013-08-08 16:00:00,0,public-derived
3877,2013,8,9,12,30.0,55.0,20.0,5.0,500.0,118.0,35.4,991.9,15.7,0.0,NNW,2.9,Changping,2013-08-09 12:00:00,0,public-derived
3897,2013,8,10,8,60.0,103.0,4.0,35.0,700.0,51.0,29.5,997.2,22.5,0.0,NNW,1.0,Changping,2013-08-10 08:00:00,0,public-derived
3917,2013,8,11,4,160.0,172.0,8.0,21.0,1100.0,36.0,26.0,997.5,24.4,0.0,NW,0.9,Changping,2013-08-11 04:00:00,0,public-derived
3937,2013,8,12,0,39.0,51.0,4.0,11.0,600.0,36.0,24.3,996.3,22.9,0.0,NNW,0.8,Changping,2013-08-12 00:00:00,0,public-derived
3957,2013,8,12,20,64.0,81.0,3.0,17.0,700.0,110.0,28.3,996.4,23.7,0.0,E,1.3,Changping,2013-08-12 20:00:00,0,public-derived
3977,2013,8,13,16,110.0,115.0,12.0,17.0,1000.0,255.0,31.4,994.1,24.0,0.0,E,1.5,Changping,2013-08-13 16:00:00,0,public-derived
3997,2013,8,14,12,104.0,118.0,3.0,15.0,900.0,152.0,31.9,994.7,24.5,0.0,S,1.6,Changping,2013-08-14 12:00:00,0,public-derived
